size,quickselect
574, 0.001180
574, 0.001187
574, 0.001263
574, 0.001384
574, 0.001373
574, 0.001214
574, 0.001162
574, 0.001137
574, 0.001170
574, 0.001354
574, 0.001553
574, 0.001326
574, 0.001266
574, 0.001232
574, 0.001299
574, 0.001537
574, 0.001661
574, 0.001794
574, 0.001408
574, 0.001391
574, 0.001432
574, 0.001437
574, 0.001408
574, 0.001403
574, 0.001361
574, 0.001353
574, 0.001664
574, 0.001694
574, 0.001741
574, 0.001431
574, 0.001383
574, 0.001343
574, 0.001324
574, 0.001295
574, 0.001296
574, 0.001270
641, 0.001573
641, 0.001586
641, 0.001888
641, 0.001954
641, 0.001723
641, 0.001583
641, 0.001750
641, 0.001580
641, 0.001588
641, 0.001543
641, 0.001532
641, 0.001618
641, 0.001828
641, 0.001749
641, 0.001533
641, 0.001550
641, 0.001621
641, 0.001563
641, 0.001538
641, 0.001460
641, 0.001457
641, 0.001483
641, 0.001883
641, 0.001818
641, 0.001520
641, 0.001517
641, 0.001532
641, 0.001481
641, 0.001422
641, 0.001436
641, 0.001456
641, 0.001481
641, 0.001572
641, 0.001798
641, 0.001696
641, 0.001552
641, 0.001689
641, 0.001671
641, 0.001418
641, 0.001390
715, 0.001723
715, 0.001740
715, 0.001967
715, 0.002256
715, 0.002010
715, 0.002065
715, 0.001970
715, 0.001977
715, 0.001926
715, 0.001755
715, 0.001842
715, 0.002063
715, 0.001963
715, 0.001791
715, 0.001823
715, 0.001786
715, 0.001784
715, 0.001831
715, 0.001748
715, 0.001747
715, 0.001962
715, 0.001980
715, 0.001797
715, 0.001737
715, 0.001791
715, 0.001739
715, 0.001711
715, 0.001722
715, 0.001801
715, 0.001823
715, 0.001845
715, 0.001920
715, 0.001728
715, 0.001841
715, 0.001766
715, 0.001801
715, 0.001720
715, 0.001735
715, 0.001787
715, 0.001805
797, 0.002524
797, 0.002166
797, 0.002150
797, 0.002169
797, 0.002124
797, 0.002172
797, 0.002327
797, 0.002318
797, 0.002179
797, 0.002263
797, 0.002126
797, 0.002100
797, 0.002112
797, 0.002228
797, 0.002465
797, 0.002199
797, 0.002161
797, 0.002117
797, 0.002110
797, 0.002133
797, 0.002138
797, 0.002284
797, 0.002455
797, 0.002204
797, 0.002272
797, 0.002145
797, 0.002120
797, 0.002118
797, 0.002332
797, 0.002327
797, 0.002170
797, 0.002150
797, 0.002115
797, 0.002162
797, 0.002139
797, 0.002161
797, 0.002342
797, 0.002324
797, 0.002187
797, 0.002261
889, 0.002749
889, 0.002648
889, 0.002681
889, 0.002990
889, 0.002668
889, 0.002674
889, 0.002663
889, 0.002647
889, 0.002675
889, 0.003000
889, 0.002831
889, 0.002758
889, 0.002680
889, 0.002667
889, 0.002677
889, 0.002875
889, 0.002970
889, 0.002779
889, 0.002767
889, 0.002678
889, 0.002732
889, 0.002959
889, 0.002835
889, 0.002745
889, 0.002715
889, 0.002664
889, 0.002695
889, 0.003171
889, 0.002807
889, 0.002738
889, 0.002735
889, 0.002673
889, 0.002964
889, 0.003088
889, 0.002769
889, 0.002981
889, 0.002896
889, 0.002888
889, 0.003443
889, 0.003112
992, 0.003475
992, 0.003521
992, 0.003457
992, 0.003839
992, 0.003316
992, 0.003446
992, 0.003297
992, 0.003354
992, 0.003654
992, 0.003307
992, 0.003332
992, 0.003301
992, 0.003336
992, 0.003881
992, 0.003348
992, 0.003407
992, 0.003266
992, 0.003534
992, 0.003507
992, 0.003491
992, 0.003337
992, 0.003383
992, 0.003614
992, 0.003652
992, 0.003475
992, 0.003332
992, 0.003343
992, 0.003708
992, 0.003563
992, 0.003505
992, 0.003361
992, 0.003457
992, 0.004486
992, 0.003810
992, 0.003590
992, 0.003750
992, 0.004352
992, 0.004902
992, 0.004180
992, 0.004277
1107, 0.006307
1107, 0.005252
1107, 0.005056
1107, 0.005039
1107, 0.004588
1107, 0.004592
1107, 0.004569
1107, 0.004799
1107, 0.004749
1107, 0.004557
1107, 0.004974
1107, 0.004261
1107, 0.004297
1107, 0.004488
1107, 0.004473
1107, 0.004135
1107, 0.004197
1107, 0.004241
1107, 0.004477
1107, 0.004250
1107, 0.004115
1107, 0.004693
1107, 0.004520
1107, 0.004148
1107, 0.004120
1107, 0.004271
1107, 0.004203
1107, 0.004177
1107, 0.004128
1107, 0.004229
1107, 0.004477
1107, 0.004096
1107, 0.004175
1107, 0.004475
1107, 0.004176
1107, 0.004141
1107, 0.004106
1107, 0.004540
1107, 0.004243
1107, 0.004133
1235, 0.005312
1235, 0.005504
1235, 0.005086
1235, 0.005138
1235, 0.005317
1235, 0.005130
1235, 0.005117
1235, 0.005280
1235, 0.005358
1235, 0.005080
1235, 0.005459
1235, 0.005289
1235, 0.005122
1235, 0.005279
1235, 0.005358
1235, 0.005067
1235, 0.005384
1235, 0.005219
1235, 0.005145
1235, 0.005310
1235, 0.005306
1235, 0.005079
1235, 0.005148
1235, 0.005589
1235, 0.005197
1235, 0.005324
1235, 0.005847
1235, 0.005256
1235, 0.005164
1235, 0.005756
1235, 0.005224
1235, 0.005154
1235, 0.005604
1235, 0.005283
1235, 0.005170
1235, 0.005296
1235, 0.005463
1235, 0.005098
1235, 0.005557
1235, 0.005163
1377, 0.006302
1377, 0.006671
1377, 0.006385
1377, 0.006658
1377, 0.006618
1377, 0.006315
1377, 0.006725
1377, 0.006394
1377, 0.006444
1377, 0.007003
1377, 0.006352
1377, 0.006651
1377, 0.006638
1377, 0.006367
1377, 0.006984
1377, 0.006306
1377, 0.006612
1377, 0.006663
1377, 0.006350
1377, 0.006740
1377, 0.006381
1377, 0.006547
1377, 0.006529
1377, 0.006203
1377, 0.006705
1377, 0.006413
1377, 0.006493
1377, 0.007189
1377, 0.006291
1377, 0.006738
1377, 0.006418
1377, 0.006598
1377, 0.006573
1377, 0.006386
1377, 0.006655
1377, 0.006387
1377, 0.006693
1377, 0.006431
1377, 0.007783
1377, 0.006734
1536, 0.008137
1536, 0.008153
1536, 0.007935
1536, 0.008238
1536, 0.007900
1536, 0.008298
1536, 0.007891
1536, 0.008341
1536, 0.007988
1536, 0.008179
1536, 0.008134
1536, 0.008127
1536, 0.007987
1536, 0.008068
1536, 0.008421
1536, 0.015206
1536, 0.011330
1536, 0.016534
1536, 0.011133
1536, 0.011641
1536, 0.009340
1536, 0.008448
1536, 0.008734
1536, 0.008331
1536, 0.008508
1536, 0.008001
1536, 0.008467
1536, 0.008054
1536, 0.008374
1536, 0.007943
1536, 0.008512
1536, 0.008098
1536, 0.008548
1536, 0.007998
1536, 0.008630
1536, 0.007943
1536, 0.008575
1536, 0.008169
1536, 0.008001
1536, 0.008714
1714, 0.010486
1714, 0.009726
1714, 0.010410
1714, 0.010734
1714, 0.009883
1714, 0.010532
1714, 0.010047
1714, 0.010923
1714, 0.010546
1714, 0.009975
1714, 0.010416
1714, 0.010151
1714, 0.010332
1714, 0.010305
1714, 0.009886
1714, 0.010516
1714, 0.010571
1714, 0.010022
1714, 0.010537
1714, 0.010381
1714, 0.010432
1714, 0.010617
1714, 0.010094
1714, 0.010537
1714, 0.010768
1714, 0.009847
1714, 0.010618
1714, 0.010026
1714, 0.010504
1714, 0.010456
1714, 0.011003
1714, 0.010466
1714, 0.010601
1714, 0.010214
1714, 0.010547
1714, 0.010920
1714, 0.011780
1714, 0.010937
1714, 0.010607
1714, 0.011159
1912, 0.012834
1912, 0.013371
1912, 0.013124
1912, 0.012612
1912, 0.012817
1912, 0.012804
1912, 0.012610
1912, 0.012445
1912, 0.012794
1912, 0.012407
1912, 0.012881
1912, 0.012231
1912, 0.012508
1912, 0.012578
1912, 0.013672
1912, 0.014430
1912, 0.012268
1912, 0.012634
1912, 0.012575
1912, 0.012570
1912, 0.012407
1912, 0.012718
1912, 0.012628
1912, 0.013313
1912, 0.012548
1912, 0.012656
1912, 0.012428
1912, 0.012812
1912, 0.012640
1912, 0.012577
1912, 0.012478
1912, 0.012583
1912, 0.014699
1912, 0.012253
1912, 0.012706
1912, 0.012550
1912, 0.012398
1912, 0.012341
1912, 0.012515
1912, 0.012571
2133, 0.015386
2133, 0.015389
2133, 0.015469
2133, 0.015394
2133, 0.015795
2133, 0.015581
2133, 0.015716
2133, 0.015375
2133, 0.016101
2133, 0.015749
2133, 0.015642
2133, 0.015388
2133, 0.015453
2133, 0.015606
2133, 0.015633
2133, 0.016131
2133, 0.015426
2133, 0.015570
2133, 0.015680
2133, 0.015438
2133, 0.015914
2133, 0.015274
2133, 0.015633
2133, 0.015805
2133, 0.015453
2133, 0.015469
2133, 0.015717
2133, 0.015381
2133, 0.015508
2133, 0.015703
2133, 0.015541
2133, 0.015609
2133, 0.015704
2133, 0.015802
2133, 0.015371
2133, 0.015801
2133, 0.015291
2133, 0.015568
2133, 0.015910
2133, 0.015285
2379, 0.019411
2379, 0.019408
2379, 0.019374
2379, 0.019911
2379, 0.019681
2379, 0.019548
2379, 0.018890
2379, 0.021634
2379, 0.019650
2379, 0.019487
2379, 0.019206
2379, 0.019003
2379, 0.019299
2379, 0.019901
2379, 0.019142
2379, 0.019662
2379, 0.019408
2379, 0.019200
2379, 0.019260
2379, 0.019408
2379, 0.019321
2379, 0.019390
2379, 0.019826
2379, 0.019272
2379, 0.019136
2379, 0.024065
2379, 0.019247
2379, 0.020357
2379, 0.020170
2379, 0.019332
2379, 0.019179
2379, 0.018904
2379, 0.019764
2379, 0.019325
2379, 0.018997
2379, 0.019499
2379, 0.019659
2379, 0.019163
2379, 0.019228
2379, 0.019491
2654, 0.023888
2654, 0.023883
2654, 0.024193
2654, 0.023915
2654, 0.023748
2654, 0.027731
2654, 0.024097
2654, 0.024348
2654, 0.024007
2654, 0.023779
2654, 0.023595
2654, 0.025808
2654, 0.029875
2654, 0.023982
2654, 0.025012
2654, 0.023894
2654, 0.023886
2654, 0.025881
2654, 0.023757
2654, 0.026315
2654, 0.023089
2654, 0.025924
2654, 0.025811
2654, 0.023822
2654, 0.023385
2654, 0.026601
2654, 0.024238
2654, 0.023866
2654, 0.023856
2654, 0.024160
2654, 0.024082
2654, 0.024798
2654, 0.024012
2654, 0.023786
2654, 0.023945
2654, 0.024001
2654, 0.024191
2654, 0.024050
2654, 0.024143
2654, 0.023909
2960, 0.030495
2960, 0.029923
2960, 0.030177
2960, 0.033215
2960, 0.030787
2960, 0.029606
2960, 0.031950
2960, 0.029703
2960, 0.030357
2960, 0.032810
2960, 0.031880
2960, 0.029719
2960, 0.031907
2960, 0.029785
2960, 0.029969
2960, 0.030373
2960, 0.029425
2960, 0.029447
2960, 0.029763
2960, 0.031053
2960, 0.029694
2960, 0.029390
2960, 0.030020
2960, 0.030006
2960, 0.031516
2960, 0.031699
2960, 0.029588
2960, 0.031850
2960, 0.032203
2960, 0.030975
2960, 0.029754
2960, 0.029475
2960, 0.032303
2960, 0.029634
2960, 0.030353
2960, 0.029998
2960, 0.029790
2960, 0.030818
2960, 0.029744
2960, 0.031496
3302, 0.040830
3302, 0.038760
3302, 0.037083
3302, 0.039276
3302, 0.041438
3302, 0.036512
3302, 0.038235
3302, 0.036779
3302, 0.036554
3302, 0.039132
3302, 0.040230
3302, 0.037573
3302, 0.039729
3302, 0.039185
3302, 0.036517
3302, 0.037495
3302, 0.040324
3302, 0.037421
3302, 0.037818
3302, 0.038197
3302, 0.037635
3302, 0.037085
3302, 0.039627
3302, 0.041795
3302, 0.041090
3302, 0.041926
3302, 0.041430
3302, 0.036626
3302, 0.041734
3302, 0.041668
3302, 0.036186
3302, 0.036814
3302, 0.038377
3302, 0.038588
3302, 0.038691
3302, 0.037133
3302, 0.036635
3302, 0.041511
3302, 0.041058
3302, 0.038438
3684, 0.048121
3684, 0.045668
3684, 0.048829
3684, 0.048356
3684, 0.048113
3684, 0.048008
3684, 0.049430
3684, 0.048689
3684, 0.048159
3684, 0.046377
3684, 0.048879
3684, 0.051105
3684, 0.045415
3684, 0.049633
3684, 0.048310
3684, 0.049543
3684, 0.047710
3684, 0.052393
3684, 0.051529
3684, 0.047680
3684, 0.045782
3684, 0.046364
3684, 0.048171
3684, 0.050670
3684, 0.050766
3684, 0.052269
3684, 0.050347
3684, 0.049293
3684, 0.048132
3684, 0.050556
3684, 0.045771
3684, 0.050308
3684, 0.046383
3684, 0.046935
3684, 0.049636
3684, 0.050737
3684, 0.049622
3684, 0.049749
3684, 0.049896
3684, 0.049318
4109, 0.060504
4109, 0.062076
4109, 0.064241
4109, 0.058389
4109, 0.061808
4109, 0.056461
4109, 0.061622
4109, 0.061097
4109, 0.062938
4109, 0.060863
4109, 0.060055
4109, 0.062811
4109, 0.058938
4109, 0.056738
4109, 0.063420
4109, 0.058060
4109, 0.063149
4109, 0.059959
4109, 0.063091
4109, 0.060752
4109, 0.064823
4109, 0.060721
4109, 0.061877
4109, 0.060541
4109, 0.062756
4109, 0.061694
4109, 0.058080
4109, 0.062105
4109, 0.057870
4109, 0.060462
4109, 0.058892
4109, 0.059694
4109, 0.060573
4109, 0.059853
4109, 0.062721
4109, 0.058987
4109, 0.063080
4109, 0.061094
4109, 0.059532
4109, 0.062560
4584, 0.074250
4584, 0.075033
4584, 0.075911
4584, 0.072754
4584, 0.076555
4584, 0.078227
4584, 0.071832
4584, 0.074099
4584, 0.074894
4584, 0.071430
4584, 0.069243
4584, 0.072976
4584, 0.077804
4584, 0.073321
4584, 0.077484
4584, 0.073346
4584, 0.073870
4584, 0.070999
4584, 0.073318
4584, 0.074581
4584, 0.074265
4584, 0.073174
4584, 0.072532
4584, 0.074489
4584, 0.073779
4584, 0.077585
4584, 0.072673
4584, 0.075851
4584, 0.072963
4584, 0.069909
4584, 0.071891
4584, 0.076322
4584, 0.076461
4584, 0.073106
4584, 0.073838
4584, 0.075198
4584, 0.075041
4584, 0.075275
4584, 0.074678
4584, 0.074824
5113, 0.085937
5113, 0.090095
5113, 0.089194
5113, 0.089916
5113, 0.092397
5113, 0.085407
5113, 0.089422
5113, 0.092330
5113, 0.090774
5113, 0.088253
5113, 0.095797
5113, 0.091402
5113, 0.091476
5113, 0.087693
5113, 0.087663
5113, 0.090869
5113, 0.088750
5113, 0.091156
5113, 0.090572
5113, 0.090697
5113, 0.089850
5113, 0.089485
5113, 0.091425
5113, 0.091757
5113, 0.090512
5113, 0.092776
5113, 0.091170
5113, 0.090571
5113, 0.090688
5113, 0.091929
5113, 0.091855
5113, 0.093953
5113, 0.091764
5113, 0.086568
5113, 0.093173
5113, 0.088653
5113, 0.085868
5113, 0.091233
5113, 0.090951
5113, 0.090033
5704, 0.113938
5704, 0.109438
5704, 0.111849
5704, 0.108366
5704, 0.118312
5704, 0.104735
5704, 0.111188
5704, 0.109888
5704, 0.112060
5704, 0.113553
5704, 0.108972
5704, 0.110452
5704, 0.110537
5704, 0.117323
5704, 0.109035
5704, 0.108546
5704, 0.108689
5704, 0.113405
5704, 0.117265
5704, 0.105845
5704, 0.109789
5704, 0.109687
5704, 0.117865
5704, 0.107209
5704, 0.108689
5704, 0.113165
5704, 0.113279
5704, 0.109753
5704, 0.111574
5704, 0.111466
5704, 0.110763
5704, 0.112600
5704, 0.108738
5704, 0.111830
5704, 0.114396
5704, 0.111161
5704, 0.110223
5704, 0.111581
5704, 0.111094
5704, 0.112063
6362, 0.136415
6362, 0.136080
6362, 0.140410
6362, 0.137332
6362, 0.133901
6362, 0.145537
6362, 0.139288
6362, 0.139241
6362, 0.138285
6362, 0.134127
6362, 0.143056
6362, 0.136386
6362, 0.137468
6362, 0.133191
6362, 0.134709
6362, 0.142292
6362, 0.142248
6362, 0.130243
6362, 0.132047
6362, 0.133486
6362, 0.131781
6362, 0.135319
6362, 0.140001
6362, 0.144408
6362, 0.142417
6362, 0.135989
6362, 0.141396
6362, 0.137246
6362, 0.135995
6362, 0.135899
6362, 0.137407
6362, 0.132915
6362, 0.135038
6362, 0.138093
6362, 0.138728
6362, 0.135466
6362, 0.136424
6362, 0.137841
6362, 0.141943
6362, 0.140848
7097, 0.172355
7097, 0.166011
7097, 0.161192
7097, 0.170069
7097, 0.171504
7097, 0.165768
7097, 0.165461
7097, 0.162610
7097, 0.167274
7097, 0.174290
7097, 0.165427
7097, 0.162939
7097, 0.171180
7097, 0.166453
7097, 0.168166
7097, 0.173900
7097, 0.164010
7097, 0.165653
7097, 0.170182
7097, 0.166893
7097, 0.168714
7097, 0.170924
7097, 0.165935
7097, 0.168402
7097, 0.169094
7097, 0.164624
7097, 0.167586
7097, 0.172266
7097, 0.167778
7097, 0.162155
7097, 0.168400
7097, 0.163133
7097, 0.168211
7097, 0.169842
7097, 0.171987
7097, 0.166498
7097, 0.167079
7097, 0.171639
7097, 0.166540
7097, 0.167211
